704613815	20171107	201711	2017	2017.8411											ATG	ANTIGUA	ATG								0	042	042	04	1	1.9	10	1	10	-0.23310023310024	0								1	Antigua And Barbuda	AC	AC		17.05	-61.8	AC	1	Antigua And Barbuda	AC	AC		17.05	-61.8	AC	20171107111500	https://antiguaobserver.com/asot-meets-the-pm-visits-ablp-colleagues/
704613816	20171107	201711	2017	2017.8411											BRB	BARBADIAN	BRB								1	190	190	19	4	-10.0	4	1	4	-1.34228187919463	0								4	Sylhet, Sylhet, Bangladesh	BG	BG86	5824	24.8967	91.8717	-2737987	1	Barbados	BB	BB		13.166667	-59.533333	BB	20171107111500	https://antiguaobserver.com/half-centuries-for-lewis-samuels-in-contrasting-results/
704613817	20171107	201711	2017	2017.8411											BRB	BARBADIAN	BRB								1	190	190	19	4	-10.0	6	1	6	-1.34228187919463	0								4	Sylhet, Sylhet, Bangladesh	BG	BG86	5824	24.8967	91.8717	-2737987	1	South Africa	SF	SF		-30	26	SF	20171107111500	https://antiguaobserver.com/half-centuries-for-lewis-samuels-in-contrasting-results/
704613818	20171107	201711	2017	2017.8411											BUS	COMPANIES						BUS			1	040	040	04	1	1.0	10	1	10	0.16025641025641	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171107111500	http://www.sharenet.co.za/v3/sens_display.php?tdate=20171107120000&seq=33
704613819	20171107	201711	2017	2017.8411											BUS	BANK						BUS			1	042	042	04	1	1.9	10	1	10	-0.41407867494824	0								4	Sanchi, Madhya Pradesh, India	IN	IN35	17755	23.4833	77.7333	-2110124	4	Sanchi, Madhya Pradesh, India	IN	IN35	17755	23.4833	77.7333	-2110124	20171107111500	http://www.moneycontrol.com/news/india/one-year-of-demonetisation-weve-said-goodbye-to-two-notes-and-hello-to-four-2423511.html
704613820	20171107	201711	2017	2017.8411											BUS	COMPANY						BUS			1	043	043	04	1	2.8	10	1	10	0	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171107111500	http://www.deccanherald.com/content/641496/srinivas-likely-succeed-sikka-infy.html
704613821	20171107	201711	2017	2017.8411											BUS	ENTREPRENEUR						BUS			1	043	043	04	1	2.8	6	1	6	3.36081166772353	0								4	Catford, Lewisham, United Kingdom	UK	UKH6	40133	51.45	-0.016667	-2592086	4	Catford, Lewisham, United Kingdom	UK	UKH6	40133	51.45	-0.016667	-2592086	20171107111500	http://www.growthbusiness.co.uk/serial-entrepreneur-jerry-brand-foundation-2552849/
704613822	20171107	201711	2017	2017.8411											BUS	COMPANIES						BUS			0	043	043	04	1	2.8	5	1	5	0.7035175879397	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Japan	JA	JA		36	138	JA	20171107111500	https://www.openpr.com/news/805353/Rapid-Advancements-will-boost-Mono-DiGlycerides-Market-Size-Further-2017-2025.html
704613823	20171107	201711	2017	2017.8411											BUS	COMPANY						BUS			1	100	100	10	3	-5.0	10	1	10	-0.27855153203343	0								4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20171107111500	http://www.deccanherald.com/content/641499/one-year-demo-mfi-industry.html
704613824	20171107	201711	2017	2017.8411											BUSSPY	BUSINESS						BUS	SPY		1	062	062	06	2	7.4	10	1	10	1.29589632829374	0								0								0								20171107111500	http://www.bi-me.com/main.php?id=73738&t=1
704613825	20171107	201711	2017	2017.8411											CAN	CANADA	CAN								0	042	042	04	1	1.9	7	1	7	1.53256704980843	0								4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20171107111500	https://www.insidebelleville.com/news-story/7807149-former-alberta-ministers-promote-legal-pot-sector/
704613826	20171107	201711	2017	2017.8411											CAN	CANADA	CAN								0	042	042	04	1	1.9	2	1	2	-5.52995391705069	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171107111500	https://www.insidebelleville.com/news-story/7804643-air-force-admits-fault-in-reporting-shooter-s-past-crimes/
704613827	20171107	201711	2017	2017.8411											CAN	CANADA	CAN								0	042	042	04	1	1.9	2	1	2	1.8450184501845	0								3	Binghamton, New York, United States	US	USNY	NY007	42.0987	-75.918	943985	1	Canada	CA	CA		60	-96	CA	20171107111500	https://www.insidebelleville.com/whatson-story/7807140-jonathan-cheban-wants-to-change-name/
704613828	20171107	201711	2017	2017.8411											CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	2.12765957446808	0								4	Xizhou, Zhejiang, China	CH	CH02	13320	29.4789	121.673	-1934630	4	Xizhou, Zhejiang, China	CH	CH02	13320	29.4789	121.673	-1934630	20171107111500	http://news.xinhuanet.com/english/2017-11/07/c_136734373.htm
704613829	20171107	201711	2017	2017.8411											CHN	CHINA	CHN								1	043	043	04	1	2.8	6	1	6	2.12765957446808	0								4	Xizhou, Zhejiang, China	CH	CH02	13320	29.4789	121.673	-1934630	1	United States	US	US		39.828175	-98.5795	US	20171107111500	http://news.xinhuanet.com/english/2017-11/07/c_136734373.htm
704613830	20171107	201711	2017	2017.8411											CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	2.12765957446808	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171107111500	http://news.xinhuanet.com/english/2017-11/07/c_136734373.htm
704613831	20171107	201711	2017	2017.8411											CHRPRO300	PRESBYTERIAN				CHR	PRO				0	010	010	01	1	0.0	10	1	10	1.48883374689826	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171107111500	http://www.lurganmail.co.uk/news/mission-worker-to-talk-on-africa-1-8232766
704613832	20171107	201711	2017	2017.8411											CHRPRO300	PRESBYTERIAN				CHR	PRO				0	051	051	05	1	3.4	10	1	10	1.48883374689826	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171107111500	http://www.lurganmail.co.uk/news/mission-worker-to-talk-on-africa-1-8232766
704613833	20171107	201711	2017	2017.8411											COP	POLICE						COP			1	0841	084	08	2	7.0	10	1	10	-4.90566037735849	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171107111500	http://indiatoday.intoday.in/story/485-fake-rs-2k-notes-seized-by-bsf-along-bangla-border-in-wb/1/1084079.html
704613834	20171107	201711	2017	2017.8411											COPMIL	POLICE						COP	MIL		0	190	190	19	4	-10.0	6	1	6	-5.73122529644269	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171107111500	http://www.nation.co.ke/counties/laikipia/Community-threatens-mass-protests-over-killing-of-cattle/1183290-4176622-kdsnpqz/
704613835	20171107	201711	2017	2017.8411											CUB	CUBA	CUB								1	042	042	04	1	1.9	8	1	8	0.0800000000000001	0								4	Graciela, Provincia de Artemisa, Cuba	CU	CU17	14737	22.8833	-82.5	-1624064	4	Graciela, Provincia de Artemisa, Cuba	CU	CU17	14737	22.8833	-82.5	-1624064	20171107111500	http://www.aaihs.org/rhetoric-and-reality-during-cubas-antiracism-campaign/
704613836	20171107	201711	2017	2017.8411											CUB	CUBA	CUB								1	051	051	05	1	3.4	8	1	8	0.0800000000000001	0								4	Sierra Maestra, Ciudad de La Habana, Cuba	CU	CU02	14603	22.9667	-82.3417	314399	4	Sierra Maestra, Ciudad de La Habana, Cuba	CU	CU02	14603	22.9667	-82.3417	314399	20171107111500	http://www.aaihs.org/rhetoric-and-reality-during-cubas-antiracism-campaign/
704613837	20171107	201711	2017	2017.8411											CVL	VOTER						CVL			1	020	020	02	1	3.0	10	1	10	0	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20171107111500	https://www.heraldandnews.com/news/local_news/fire-protection-district-levy-decision-on-today-s-ballot/article_4acf3155-92d0-5c46-96a7-847c2c6c28bd.html
704613838	20171107	201711	2017	2017.8411											CVL	COMMUNITY						CVL			1	036	036	03	1	4.0	2	1	2	2.00913409573119	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20171107111500	https://www.heraldandnews.com/news/local_news/veterans-day-commemoration-begins-with-avenue-of-flags/article_792f32e8-53e4-5769-a22f-96426fe5a88d.html
704613839	20171107	201711	2017	2017.8411											CVL	RESIDENTS						CVL			1	043	043	04	1	2.8	10	1	10	1.43198090692124	0								3	Klamath Falls, Oregon, United States	US	USOR		42.2249	-121.782	1136445	3	Klamath Falls, Oregon, United States	US	USOR		42.2249	-121.782	1136445	20171107111500	https://www.heraldandnews.com/news/local_news/celebration-to-honor-linkville-playhouse-founding-member/article_aa80ac74-4453-56b3-9309-dd65a3850c2e.html
704613840	20171107	201711	2017	2017.8411											CVLCVL	COMMUNITY						CVL	CVL		1	036	036	03	1	4.0	2	1	2	0	0								3	Tulelake, Oregon, United States	US	USOR	OR045	43.2683	-117.387	1128282	3	Tulelake, Oregon, United States	US	USOR	OR045	43.2683	-117.387	1128282	20171107111500	https://www.heraldandnews.com/news/local_news/local-news-briefs/article_1acba03a-159e-5a90-9f3a-7029dd6b6a15.html
704613841	20171107	201711	2017	2017.8411											DEU	FRANKFURT	DEU								1	043	043	04	1	2.8	8	1	8	0.44642857142858	0								1	France	FR	FR		46	2	FR	1	Italy	IT	IT		42.833333	12.833333	IT	20171107111500	http://www.livecharts.co.uk/share_prices/Europe-open--Single-currency-dips--stocks-gai-news26666073.html
704613842	20171107	201711	2017	2017.8411											DNK	DENMARK	DNK								0	057	057	05	1	8.0	8	1	8	2.11480362537764	0								1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171107111500	http://cphpost.dk/news/denmark-bracing-itself-for-cop23-action-in-bonn.html
704613843	20171107	201711	2017	2017.8411											DNK	DENMARK	DNK								0	057	057	05	1	8.0	2	1	2	2.11480362537764	0								1	Syria	SY	SY		35	38	SY	1	Denmark	DA	DA		56	10	DA	20171107111500	http://cphpost.dk/news/denmark-bracing-itself-for-cop23-action-in-bonn.html
704613844	20171107	201711	2017	2017.8411											EDU	STUDENT						EDU			1	036	036	03	1	4.0	3	1	3	1.93164933135216	0								3	Lakeview, Oregon, United States	US	USOR	OR037	42.1888	-120.346	1144791	3	Lakeview, Oregon, United States	US	USOR	OR037	42.1888	-120.346	1144791	20171107111500	https://www.heraldandnews.com/news/local_news/students-of-shakespeare/article_b248e980-02d6-5d73-949a-6bb511cb63bb.html
704613845	20171107	201711	2017	2017.8411											EDU	STUDENT						EDU			1	036	036	03	1	4.0	1	1	1	1.93164933135216	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20171107111500	https://www.heraldandnews.com/news/local_news/students-of-shakespeare/article_b248e980-02d6-5d73-949a-6bb511cb63bb.html
704613846	20171107	201711	2017	2017.8411											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	6	1	6	-1.06544901065449	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171107111500	https://www.washingtonpost.com/news/morning-mix/wp/2017/11/07/florida-school-lets-parents-buy-bulletproof-panels-for-students-to-put-in-backpacks/
704613847	20171107	201711	2017	2017.8411											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	4	1	4	-1.06544901065449	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20171107111500	https://www.washingtonpost.com/news/morning-mix/wp/2017/11/07/florida-school-lets-parents-buy-bulletproof-panels-for-students-to-put-in-backpacks/
704613848	20171107	201711	2017	2017.8411											EDU	STUDENT						EDU			1	040	040	04	1	1.0	10	1	10	0.804289544235923	0								1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171107111500	http://www.comunicati.net/comunicati/arte/cinema/458574.html
704613849	20171107	201711	2017	2017.8411											EDU	STUDENT						EDU			1	043	043	04	1	2.8	5	1	5	3.47826086956522	0								3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20171107111500	http://fosterfollynews.com/2017/11/07/chipola-college-students-attend-math-ed-conference/
704613850	20171107	201711	2017	2017.8411											EDU	LECTURER						EDU			1	046	046	04	1	7.0	2	1	2	-3.98009950248756	0								4	Breede, Western Cape, South Africa	SF	SF11	77349	-34.4044	20.8474	-1215402	4	Breede, Western Cape, South Africa	SF	SF11	77349	-34.4044	20.8474	-1215402	20171107111500	http://www.sun.ac.za/english/Lists/news/DispForm.aspx?ID=5249
704613851	20171107	201711	2017	2017.8411											EDU	STUDENT						EDU			1	051	051	05	1	3.4	5	1	5	6.99152542372882	0								1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	20171107111500	https://www.thegrenadainformer.com/news/item/4369-ayo-taylor-wins-local-leg-of-the-9th-courts-oecs-reading-competition
704613852	20171107	201711	2017	2017.8411											EDU	SCHOOL						EDU			0	060	060	06	2	6.0	10	1	10	0	0								3	Shepard School, Ohio, United States	US	USOH		39.9867	-82.9449	1046182	3	Shepard School, Ohio, United States	US	USOH		39.9867	-82.9449	1046182	20171107111500	http://www.dispatch.com/news/20171107/columbus-schools-ohio-state-havent-closed-indianola-middle-school-sale
704613853	20171107	201711	2017	2017.8411											EGY	ASWAN	EGY								1	051	051	05	1	3.4	2	1	2	1.60427807486631	0								4	Safra, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	18791	34.1483	36.1653	-809954	4	Safra, Mohafazat Baalbek-Hermel, Lebanon	LE	LE11	18791	34.1483	36.1653	-809954	20171107111500	http://www.bi-me.com/main.php?id=73733&t=1
704613854	20171107	201711	2017	2017.8411											EGY	ASWAN	EGY								1	051	051	05	1	3.4	8	1	8	1.60427807486631	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171107111500	http://www.bi-me.com/main.php?id=73733&t=1
704613855	20171107	201711	2017	2017.8411											ETHGOV	ETHIOPIAN	ETH					GOV			1	057	057	05	1	8.0	6	1	6	2.89389067524116	0								1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20171107111500	http://www.yourindustrynews.com/yara+to+sign+ethiopian+mining+agreement_146113.html
704613856	20171107	201711	2017	2017.8411											EUR	EUROPEAN	EUR								0	036	036	03	1	4.0	10	1	10	7.65391014975042	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20171107111500	http://europa.eu/rapid/press-release_IP-17-4363_en.htm
704613857	20171107	201711	2017	2017.8411											EUR	EUROPE	EUR								1	046	046	04	1	7.0	1	1	1	0.24570024570024	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171107111500	http://www.ru.ac.za/latestnews/africajoinsglobalstrategiststochartfutureofmediaandjournalism.html
704613858	20171107	201711	2017	2017.8411											FIN	FINN	FIN								0	040	040	04	1	1.0	6	1	6	1.81268882175226	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171107111500	http://mainepublic.org/?page=1845
704613859	20171107	201711	2017	2017.8411											FRA	FRANCE	FRA								1	013	013	01	1	0.4	2	1	2	4.60048426150122	0								1	Spain	SP	SP		40	-4	SP	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171107111500	http://www.hoteliermiddleeast.com/20074-atmosphere-to-welcome-michelin-starred-chef/
704613860	20171107	201711	2017	2017.8411											FRA	FRANCE	FRA								1	013	013	01	1	0.4	2	1	2	4.60048426150122	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20171107111500	http://www.hoteliermiddleeast.com/20074-atmosphere-to-welcome-michelin-starred-chef/
704613861	20171107	201711	2017	2017.8411											FRA	PARIS	FRA								1	051	051	05	1	3.4	1	1	1	2.11480362537764	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Denmark	DA	DA		56	10	DA	20171107111500	http://cphpost.dk/news/denmark-bracing-itself-for-cop23-action-in-bonn.html
704613862	20171107	201711	2017	2017.8411											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	5	1	5	8.07692307692307	0								4	Kingswinford, Staffordshire, United Kingdom	UK	UKM9	40136	52.4833	-2.18333	-2600208	4	Kingswinford, Staffordshire, United Kingdom	UK	UKM9	40136	52.4833	-2.18333	-2600208	20171107111500	http://www.stourbridgenews.co.uk/news/15643900.Love_is_in_the_air_as_top_romance_authors_visit_Wordsley_Library/
704613863	20171107	201711	2017	2017.8411											GBR	UNITED KINGDOM	GBR								0	046	046	04	1	7.0	1	1	1	-3.22349570200573	0								4	West Ham, Newham, United Kingdom	UK	UKI8	40110	51.5333	0.016667	-2611266	4	Dwarka, Gujarat, India	IN	IN09	17641	22.2394	68.9678	-2095389	20171107111500	http://dietpillo.com/2017/11/pakistan-condemns-killing-of-diplomat-in-afghanistan/
704613864	20171107	201711	2017	2017.8411											GBR	UNITED KINGDOM	GBR								0	046	046	04	1	7.0	5	1	5	-3.22349570200573	0								4	West Ham, Newham, United Kingdom	UK	UKI8	40110	51.5333	0.016667	-2611266	4	West Ham, Newham, United Kingdom	UK	UKI8	40110	51.5333	0.016667	-2611266	20171107111500	http://dietpillo.com/2017/11/pakistan-condemns-killing-of-diplomat-in-afghanistan/
704613865	20171107	201711	2017	2017.8411											GBR	LONDON	GBR								1	141	141	14	3	-6.5	2	1	2	-2.12494687632809	0								4	Karbala, Karbala', Iraq	IZ	IZ12	36806	32.5979	44.0165	-3107076	4	Karbala, Karbala', Iraq	IZ	IZ12	36806	32.5979	44.0165	-3107076	20171107111500	http://en.shafaqna.com/worlds-biggest-pilgrimage-now-underway-youve-never-heard/
704613866	20171107	201711	2017	2017.8411											GBR	UNITED KINGDOM	GBR								1	173	173	17	4	-5.0	8	1	8	-9.9236641221374	0								4	Hexton, Hertfordshire, United Kingdom	UK	UKF8	40114	51.95	-0.383333	-2598616	4	Hexton, Hertfordshire, United Kingdom	UK	UKF8	40114	51.95	-0.383333	-2598616	20171107111500	http://www.tewkesburyadmag.co.uk/news/15644938.Evesham_man_jailed_following__quot_acid_quot__attack_outside_pub/
704613867	20171107	201711	2017	2017.8411											GMB	GAMBIA	GMB								1	046	046	04	1	7.0	2	1	2	3.75586854460094	0								1	Gambia	GA	GA		13.5	-15.5	GA	1	Gambia	GA	GA		13.5	-15.5	GA	20171107111500	http://thepoint.gm/africa/gambia/article/gambia-supreme-islamic-council-needs-support
704613868	20171107	201711	2017	2017.8411											GMB	GAMBIA	GMB								1	173	173	17	4	-5.0	2	1	2	4.02061855670103	0								4	Kudang, Central River, Gambia	GA	GA03	16415	13.6667	-15.0667	-1200492	4	Kudang, Central River, Gambia	GA	GA03	16415	13.6667	-15.0667	-1200492	20171107111500	http://thepoint.gm/africa/gambia/article/aaitg-holds-farmer-field-day
704613869	20171107	201711	2017	2017.8411											GOV	CHIEF EXECUTIVE						GOV			1	028	028	02	1	4.0	10	1	10	-4.60251046025105	0								0								0								20171107111500	http://www.walesonline.co.uk/news/wales-news/greggs-worker-suspended-after-allegedly-13867312
704613870	20171107	201711	2017	2017.8411											GOV	KING						GOV			0	036	036	03	1	4.0	4	1	4	0.77220077220078	0								3	Klamath Falls, Oregon, United States	US	USOR		42.2249	-121.782	1136445	3	Chiloquin, Oregon, United States	US	USOR	OR035	42.5776	-121.866	1139648	20171107111500	https://www.heraldandnews.com/news/local_news/upcoming/article_0a6a8772-99a2-5a0c-a36a-7a51f3ad8f34.html
704613871	20171107	201711	2017	2017.8411											GOV	KING						GOV			0	036	036	03	1	4.0	4	1	4	0.77220077220078	0								3	Chiloquin, Oregon, United States	US	USOR	OR035	42.5776	-121.866	1139648	3	Chiloquin, Oregon, United States	US	USOR	OR035	42.5776	-121.866	1139648	20171107111500	https://www.heraldandnews.com/news/local_news/upcoming/article_0a6a8772-99a2-5a0c-a36a-7a51f3ad8f34.html
704613872	20171107	201711	2017	2017.8411											GOV	KING						GOV			0	036	036	03	1	4.0	2	1	2	0.77220077220078	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20171107111500	https://www.heraldandnews.com/news/local_news/upcoming/article_0a6a8772-99a2-5a0c-a36a-7a51f3ad8f34.html
704613873	20171107	201711	2017	2017.8411											GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	2	1	2	1.50537634408602	0								5	Eastern Region, Eastern, Ghana	GH	GH05	16613	6.5	-0.5	-2072690	5	Eastern Region, Eastern, Ghana	GH	GH05	16613	6.5	-0.5	-2072690	20171107111500	http://allghananews.com/71834-vice-president-responds-to-former-president-mahama
